id,brand,model,size,span_cm,area_cm2,thickness_mm,is_baseline,thickness_estimated,specs_estimated,aliases
1,Gong,TRAIL,L,125.0,1660.0,26.1,False,False,False,
2,Gong,TRAIL,XL,135.0,1940.0,28.2,False,False,False,
3,Gong,TRAIL,XXL,145.0,2240.0,30.3,True,False,False,
4,Gong,ULTRA TRAIL,L,133.0,1000.0,18.0,False,False,False,
5,Gong,ULTRA TRAIL,XL,148.0,1250.0,20.2,False,False,False,
6,Gong,ULTRA TRAIL,XXL,162.0,1500.0,22.1,False,False,False,
7,Gong,ULTRA TRAIL,3XL,175.0,1750.0,23.9,False,False,False,
8,Gong,ULTRA TRAIL,4XL,188.0,2000.0,25.5,False,False,False,
9,Gong,SIRUS,L,116.0,1450.0,22.0,False,False,False,
10,Gong,SIRUS,XL,136.0,1700.0,23.0,False,False,False,
11,Gong,SIRUS,XXL,156.0,2000.0,23.0,False,False,False,
12,Gong,SIRUS,3XL,186.0,2400.0,23.0,False,False,False,
13,Gong,SIRUS,5XL,249.0,3100.0,23.0,False,False,False,
14,Sabfoil,LEVIATHAN,950,95.0,1300.0,22.9,False,False,False,
15,Sabfoil,LEVIATHAN,1150,115.0,1580.0,22.9,False,False,False,
16,Sabfoil,LEVIATHAN,1350,135.0,1870.0,22.9,False,False,False,
17,Sabfoil,LEVIATHAN,1550,155.0,2140.0,22.9,False,False,False,
18,Sabfoil,LEVIATHAN,1750,175.0,2400.0,22.9,False,False,False,
19,Sabfoil,LEVIATHAN PRO,1060,106.0,947.0,14.0,False,False,False,
20,Sabfoil,LEVIATHAN PRO,1160,116.0,1083.0,14.0,False,False,False,
21,Sabfoil,LEVIATHAN PRO,1260,126.0,1227.0,14.0,False,False,False,
22,Sabfoil,LEVIATHAN PRO,1360,132.0,1400.0,17.0,False,False,False,
23,Sabfoil,RAZOR PRO,1075,107.5,1061.0,17.0,False,False,False,
24,Sabfoil,SEA DEVIL,1040,104.0,2445.0,46.3,False,True,False,
25,Sabfoil,SEA DEVIL,1240,124.0,2742.0,44.7,False,True,False,
26,Duotone,GLIDE 2.0,620,80.0,620.0,15.0,False,False,False,
27,Duotone,GLIDE 2.0,750,88.0,750.0,16.0,False,False,False,
28,Duotone,GLIDE 2.0,900,96.0,900.0,17.0,False,False,False,
29,Duotone,GLIDE 2.0,1100,106.0,1100.0,18.5,False,False,False,
30,Duotone,GLIDE 2.0,1350,116.0,1350.0,20.0,False,False,False,
31,Duotone,GLIDE,1595,130.0,1595.0,18.5,False,False,False,
32,Duotone,AMP,1750,143.3,1750.0,18.5,False,False,False,
33,Duotone,AMP,2145,143.0,2145.0,22.0,False,False,False,
34,AXIS,PNG,850,85.0,1102.0,15.0,False,False,False,
35,AXIS,PNG,910,91.0,1267.0,16.0,False,False,False,
36,AXIS,PNG,910B,91.0,1267.0,16.0,False,False,False,
37,AXIS,PNG,1010,101.0,1430.0,17.0,False,False,False,
38,AXIS,PNG,1150,115.0,1778.0,18.0,False,False,False,
39,AXIS,PNG,1300,130.0,1712.0,18.0,False,False,False,
40,AXIS,PNG,1310,131.0,2080.0,18.5,False,False,False,
41,TAKOON,PUMP PRO,1350,133.0,1350.0,18.6,False,False,False,
42,TAKOON,PUMP PRO,1550,142.0,1550.0,20.5,False,False,False,
43,TAKOON,PUMP PRO,1750,151.0,1750.0,22.5,False,False,False,
44,TAKOON,PUMP PRO,1950,159.0,1950.0,24.0,False,False,False,
45,TAKOON,PUMP PRO,2300,173.5,2300.0,26.0,False,False,False,
46,Sabfoil,RAZOR PRO,675,68.0,550.0,14.1,False,False,False,
47,Sabfoil,RAZOR PRO,775,78.0,631.0,15.3,False,False,False,
48,Sabfoil,RAZOR PRO,825,82.0,746.0,16.0,False,False,False,
49,Sabfoil,RAZOR PRO,875,88.0,843.0,16.8,False,False,False,
50,Sabfoil,RAZOR PRO,975,98.0,942.0,16.8,False,False,False,
51,Sabfoil,MEDUSA PRO,669,66.9,548.0,14.2,False,False,False,
52,Sabfoil,MEDUSA PRO,769,76.9,700.0,15.7,False,False,False,
53,Sabfoil,MEDUSA PRO,869,86.9,854.0,17.0,False,False,False,
54,F-One,EAGLE,690,82.0,690.0,14.4,False,True,False,
55,F-One,EAGLE,790,86.5,790.0,15.7,False,True,False,
56,F-One,EAGLE,890,92.5,890.0,16.5,False,True,False,
57,F-One,EAGLE,990,97.0,990.0,17.5,False,True,False,
58,F-One,EAGLE,1090,102.0,1090.0,18.3,False,True,False,
59,F-One,EAGLE,1190,106.0,1190.0,19.2,False,True,False,
60,F-One,EAGLE,1290,110.5,1290.0,20.0,False,True,False,
61,F-One,EAGLE X,500,79.0,500.0,10.8,False,True,False,
62,F-One,EAGLE X,600,85.0,600.0,12.1,False,True,False,
63,F-One,EAGLE X,700,91.5,700.0,13.1,False,True,False,
64,F-One,EAGLE X,800,98.0,800.0,14.0,False,True,False,
65,F-One,EAGLE X,900,104.0,900.0,14.8,False,True,False,
66,F-One,EAGLE X,1000,109.5,1000.0,15.7,False,True,False,
67,F-One,SEVEN SEAS,1100,94.0,1100.0,20.1,False,True,False,
68,F-One,SEVEN SEAS,1200,98.0,1200.0,21.0,False,True,False,
69,F-One,SEVEN SEAS,1300,102.0,1300.0,21.8,False,True,False,
70,F-One,SEVEN SEAS,1400,105.5,1400.0,22.7,False,True,False,
71,F-One,SEVEN SEAS,1500,109.5,1500.0,23.5,False,True,False,
72,F-One,SEVEN SEAS,1600,113.0,1600.0,24.3,False,True,False,
73,F-One,PHANTOM,980,78.0,980.0,21.5,False,True,False,
74,F-One,PHANTOM,1080,80.0,1080.0,23.1,False,True,False,
75,F-One,PHANTOM,1280,87.0,1280.0,25.2,False,True,False,
76,F-One,PHANTOM,1480,96.0,1480.0,26.4,False,True,False,
77,F-One,PHANTOM,1780,107.0,1780.0,28.5,False,True,False,
78,Duotone,AMP 2.0 SLS,1550,143.0,1550.0,18.6,False,False,False,
79,Duotone,AMP 2.0 SLS,1800,148.0,1800.0,20.8,False,False,False,
80,Duotone,AMP 2.0 SLS,2100,143.0,2100.0,25.2,False,False,False,
81,Duotone,AERO GLIDE SLS,725,83.0,725.0,15.0,False,False,False,
82,Duotone,AERO GLIDE SLS,905,92.0,905.0,16.9,False,False,False,
83,Duotone,AERO GLIDE SLS,1085,100.0,1085.0,18.6,False,False,False,
84,Duotone,AERO GLIDE SLS,1305,110.0,1305.0,20.3,False,False,False,
85,AXIS,SURGE,740,74.0,590.0,13.7,False,True,False,
86,AXIS,SURGE,780,78.0,643.0,14.1,False,True,False,
87,AXIS,SURGE,830,83.0,728.0,15.0,False,True,False,
88,AXIS,SURGE,890,89.0,835.0,16.1,False,True,False,
89,AXIS,SURGE,950,95.0,949.0,17.1,False,True,False,
90,AXIS,SURGE,1010,101.0,1076.0,18.3,False,True,False,
91,AXIS,ART V2,819,82.0,674.0,14.1,False,True,False,
92,AXIS,ART V2,879,88.0,790.0,15.4,False,True,False,
93,AXIS,ART V2,939,94.0,900.0,16.4,False,True,False,
94,AXIS,ART V2,999,100.0,1026.0,17.5,False,True,False,
95,AXIS,ART V2,1099,110.0,1197.0,18.6,False,True,False,
96,AXIS,ART PRO,1201,120.1,1318.0,18.8,False,True,False,
97,AXIS,ART PRO,1401,140.1,1647.0,20.2,False,True,False,
98,AXIS,HPS,650,65.0,769.0,19.6,False,True,False,
99,AXIS,HPS,700,70.0,890.0,21.8,False,True,False,
100,AXIS,HPS,830,83.0,1014.0,20.9,False,True,False,
101,AXIS,HPS,880,88.0,1112.0,21.7,False,True,False,
102,AXIS,HPS,930,93.0,1214.0,22.4,False,True,False,
103,AXIS,HPS,980,98.0,1323.0,23.1,False,True,False,
104,AXIS,HPS,1050,105.0,1502.0,24.5,False,True,False,
105,TAKOON,PUMP,1500,123.0,1500.0,22.7,False,False,False,
106,TAKOON,PUMP,1700,133.0,1700.0,24.0,False,False,False,
107,TAKOON,PUMP,1900,141.0,1900.0,25.7,False,False,False,
108,TAKOON,X-GLIDE V2,1050,87.0,1050.0,21.0,False,False,False,
109,TAKOON,X-GLIDE V2,1250,95.0,1250.0,23.0,False,False,False,
110,TAKOON,X-GLIDE V2,1450,101.8,1450.0,24.0,False,False,False,
111,TAKOON,X-GLIDE V2,1700,110.0,1700.0,26.0,False,False,False,
112,TAKOON,H-GLIDE,750,87.0,750.0,15.0,False,False,False,
113,TAKOON,H-GLIDE,900,95.0,900.0,15.0,False,False,False,
114,TAKOON,H-GLIDE,1050,105.0,1050.0,15.0,False,False,False,
115,TAKOON,H-GLIDE,1200,110.0,1200.0,16.0,False,False,False,
116,TAKOON,FLOW,600,80.0,600.0,13.0,False,False,False,
117,TAKOON,FLOW,700,86.5,700.0,14.0,False,False,False,
118,TAKOON,FLOW,800,92.0,800.0,15.0,False,False,False,
119,TAKOON,FLOW,900,98.0,900.0,16.0,False,False,False,
120,TAKOON,FLOW,1050,105.0,1050.0,17.0,False,False,False,
121,TAKOON,FLOW,1200,112.0,1200.0,18.0,False,False,False,
122,TAKOON,XS-GLIDE,820,78.6,820.0,17.0,False,False,False,
123,TAKOON,XS-GLIDE,940,85.2,940.0,18.7,False,False,False,
124,Armstrong,HA,580,78.0,580.0,11.7,False,True,False,
125,Armstrong,HA,680,82.8,680.0,12.9,False,True,False,
126,Armstrong,HA,780,87.7,780.0,15.2,False,True,False,
127,Armstrong,HA,880,92.3,880.0,16.3,False,True,False,
128,Armstrong,HA,980,97.4,980.0,17.2,False,True,False,
129,Armstrong,HA,1080,102.0,1080.0,18.2,False,True,False,
130,Armstrong,HA,1180,106.6,1180.0,19.0,False,True,False,
131,Unifoil,Progression,140,89.8,903.0,18.7,False,True,False,
132,Unifoil,Progression,170,95.3,1097.0,21.4,False,True,False,
133,Unifoil,Progression,200,101.0,1290.0,23.8,False,True,False,
134,TAKOON,PUMP EXTREME,1400,157.0,1400.0,17.0,False,False,False,
135,TAKOON,PUMP EXTREME,1600,173.0,1600.0,18.0,False,False,False,
136,TAKOON,PUMP EXTREME,1800,190.0,1800.0,19.0,False,False,False,
137,GoFoil,GL,GL140,81.0,1085.0,21.0,False,True,False,
138,GoFoil,GL,GL180,96.0,1290.0,20.0,False,True,False,
139,GoFoil,GL,GL210,96.5,1495.0,23.0,False,True,False,
140,GoFoil,GL,GL240,107.0,1875.0,26.0,False,True,False,
141,Naish,Jet HA,640,81.0,640.0,7.0,False,True,False,
142,Naish,Jet HA,840,90.0,840.0,8.0,False,True,False,
143,Naish,Jet HA,1040,98.0,1040.0,10.0,False,True,False,
144,Naish,Jet HA,1240,103.0,1240.0,11.0,False,True,False,
145,Naish,Jet HA,1440,107.0,1440.0,12.0,False,True,False,
146,Naish,Jet HA,1640,110.0,1640.0,13.0,False,True,False,
147,Naish,Jet HA,1840,112.0,1840.0,15.0,False,True,False,
148,Cabrinha,Fusion H-Series MKII,H550,69.0,550.0,12.0,False,True,False,
149,Cabrinha,Fusion H-Series MKII,H700,81.5,700.0,13.0,False,True,False,
150,Cabrinha,Fusion H-Series MKII,H800,90.0,800.0,14.0,False,True,False,
151,Cabrinha,Fusion H-Series MKII,H850,90.0,850.0,14.0,False,True,False,
152,Cabrinha,Fusion H-Series MKII,H1000,90.0,1000.0,17.0,False,True,False,
153,Cabrinha,Fusion H-Series MKII,H1050,100.0,1050.0,15.0,False,True,False,
154,Cabrinha,Fusion H-Series MKII,H1300,109.0,1300.0,17.0,False,True,False,
155,Cabrinha,Fusion X-Series,X950,63.0,950.0,21.0,False,True,False,
156,Cabrinha,Fusion X-Series,X1300,78.0,1300.0,23.0,False,True,False,
157,Cabrinha,Fusion X-Series,X1600,90.0,1600.0,25.0,False,True,False,
158,Cabrinha,Fusion X-Series,X1950,100.0,1950.0,27.0,False,True,False,
159,Slingshot,Phantasm PTM,684,68.4,952.0,15.0,False,True,False,
160,Slingshot,Phantasm PTM,825,82.5,758.0,10.0,False,True,False,
161,Slingshot,Phantasm PTM,899,89.9,925.0,14.0,False,True,False,
162,Slingshot,Phantasm PTM,930,93.0,950.0,14.0,False,True,False,
163,Slingshot,Phantasm PFI,633,63.3,1270.0,34.0,False,True,False,
164,Slingshot,Phantasm PFI,730,73.0,1456.0,26.0,False,True,False,
165,Slingshot,Phantasm PFI,928,92.8,2389.0,42.0,False,True,False,
166,Slingshot,Phantasm E,866,86.6,1550.0,32.0,False,True,False,
167,Slingshot,Phantasm E,990,99.0,1800.0,34.0,False,True,False,
168,Slingshot,Phantasm G,700,70.0,900.0,21.0,False,True,False,
169,Slingshot,Phantasm G,800,80.0,1173.0,24.0,False,True,False,
170,Slingshot,Phantasm G,900,90.0,1263.0,23.0,False,True,False,
171,Slingshot,Phantasm G,1000,100.0,1355.0,22.0,False,True,False,
172,Lift Foils,Lift 90 High Aspect,90,80.0,581.0,5.8,False,True,False,
173,Lift Foils,Lift 110 High Aspect X,110,97.0,710.0,5.9,False,True,False,
174,Lift Foils,Lift 120 High Aspect,120,89.0,775.0,7.0,False,True,False,
175,Lift Foils,Lift 150 High Aspect X,150,99.0,968.0,7.8,False,True,False,
176,Lift Foils,Lift 200 High Aspect,200,94.0,1290.0,13.7,False,True,False,
177,Lift Foils,Lift Florence 110 X,110,97.0,710.0,5.9,False,True,False,
178,Lift Foils,Lift Florence 130 X,130,99.0,839.0,6.8,False,True,False,
179,Lift Foils,Lift 92 Havoc,92,71.0,594.0,8.4,False,True,False,
180,Lift Foils,Lift 105 Havoc,105,70.0,677.0,11.6,False,True,False,
181,Lift Foils,Lift 121 Havoc,121,74.0,774.0,12.5,False,True,False,
182,Lift Foils,Lift 148 Havoc,148,83.0,955.0,13.8,False,True,False,
183,Lift Foils,Lift 200 Surf V2,200,83.0,1290.0,18.7,False,True,False,
184,North,Sonar SF,SF680,79.0,680.0,11.6,False,True,False,
185,North,Sonar SF,SF830,86.5,830.0,13.0,False,True,False,
186,North,Sonar SF,SF930,90.0,930.0,14.5,False,True,False,
187,North,Sonar SF,SF1080,91.5,1080.0,17.1,False,True,False,
188,North,Sonar SF,SF1230,93.0,1230.0,19.8,False,True,False,
189,North,Sonar MAv2,MA500,63.0,500.0,10.3,False,True,False,
190,North,Sonar MAv2,MA600,68.0,600.0,11.9,False,True,False,
191,North,Sonar MAv2,MA700,72.0,700.0,13.6,False,True,False,
192,North,Sonar MAv2,MA850,78.0,850.0,15.8,False,True,False,
193,North,Sonar MAv2,MA1050,85.0,1050.0,18.5,False,True,False,
194,North,Sonar MAv2,MA1200,87.5,1200.0,20.6,False,True,False,
195,North,Sonar MAv2,MA1500,92.0,1500.0,25.3,False,True,False,
196,North,Sonar MAv2,MA1850,96.0,1850.0,30.8,False,True,False,
197,North,Sonar MAv2,MA2100,100.0,2100.0,33.6,False,True,False,
198,North,Sonar MAv2,MA2400,104.0,2400.0,38.1,False,True,False,
199,North,Sonar HA,HA550,74.0,550.0,8.5,False,True,False,
200,North,Sonar HA,HA650,81.0,650.0,9.2,False,True,False,
201,North,Sonar HA,HA750,87.0,750.0,9.9,False,True,False,
202,North,Sonar HA,HA850,92.0,850.0,10.6,False,True,False,
203,North,Sonar HA,HA950,100.0,950.0,10.9,False,True,False,
204,North,Sonar HA,HA1050,105.0,1050.0,11.5,False,True,False,
205,North,Sonar HA,HA1150,110.0,1150.0,12.0,False,True,False,
206,North,Sonar HA,HA1250,112.0,1250.0,12.8,False,True,False,
207,North,Sonar HA,HA1450,120.0,1450.0,14.5,False,True,False,
208,North,Sonar DW,DW750,100.0,740.0,7.8,False,True,False,
209,North,Sonar DW,DW900,108.0,890.0,8.7,False,True,False,
210,North,Sonar DW,DW1100,115.0,1085.0,10.4,False,True,False,
211,North,Sonar DW,DW1400,125.0,1380.0,12.1,False,True,False,
212,Fanatic,Aero HA,1250,90.0,1250.0,13.9,False,True,False,
213,Fanatic,Aero HA,1500,95.0,1500.0,15.8,False,True,False,
214,Fanatic,Aero HA,1750,100.0,1750.0,17.5,False,True,False,
215,Fanatic,Aero HA,2000,110.0,2000.0,18.2,False,True,False,
216,Fanatic,Aero Carve,750,63.0,750.0,13.1,False,True,False,
217,Fanatic,Aero Carve,900,70.0,900.0,14.1,False,True,False,
218,Fanatic,Aero Carve,1150,78.0,1150.0,16.2,False,True,False,
219,Fanatic,Aero Carve,1400,86.0,1400.0,17.9,False,True,False,
220,Fanatic,Aero Free,800,78.6,800.0,10.7,False,True,False,
221,Fanatic,Aero Free,1000,84.7,1000.0,12.4,False,True,False,
222,Fanatic,Aero Free,1250,90.7,1250.0,14.4,False,True,False,
223,Fanatic,Flow Foil AL,900,81.2,900.0,12.2,False,True,False,
224,Fanatic,Flow Foil AL,1000,86.4,1000.0,12.7,False,True,False,
225,Fanatic,Flow Foil AL,1250,74.0,1250.0,18.6,False,True,False,
226,Fanatic,Flow Foil AL,1500,84.4,1500.0,19.6,False,True,False,
227,Ensis,Maniac Infinity ACE,690,72.0,690.0,10.5,False,True,False,
228,Ensis,Maniac Infinity ACE,840,79.5,840.0,11.6,False,True,False,
229,Ensis,Maniac Infinity ACE,990,86.0,990.0,12.7,False,True,False,
230,Ensis,Maniac Infinity ACE,1140,92.5,1140.0,13.6,False,True,False,
231,Ensis,Maniac Infinity ACE,1390,102.0,1390.0,15.0,False,True,False,
232,Ensis,Maniac Stride ACE,1360,110.0,1360.0,11.1,False,True,False,
233,Ensis,Maniac Stride ACE,1740,126.0,1740.0,12.4,False,True,False,
234,Starboard,Glider 2,2000,140.0,2000.0,15.7,False,True,False,
235,Starboard,Glider 2,1700,120.0,1700.0,15.6,False,True,False,
236,Starboard,Glider 2,1400,101.0,1400.0,15.2,False,True,False,
237,Starboard,Glider 2,1100,95.0,1100.0,12.7,False,True,False,
238,Starboard,Glider 2,900,84.0,900.0,11.8,False,True,False,
239,Starboard,Glider 2,750,74.0,750.0,11.1,False,True,False,
240,Starboard,Glider Pro,1260,116.0,1260.0,9.8,False,True,False,
241,Starboard,Glider Pro,1010,107.0,1010.0,8.5,False,True,False,
242,Starboard,Glider Pro,860,99.0,860.0,7.8,False,True,False,
243,Starboard,Glider Pro,710,91.0,710.0,7.0,False,True,False,
244,Starboard,MF,1160,125.0,1160.0,8.4,False,True,False,
245,Starboard,MF,960,115.0,960.0,7.5,False,True,False,
246,Starboard,MF,820,112.0,820.0,6.6,False,True,False,
247,Starboard,MF,720,101.0,720.0,6.4,False,True,False,
248,Starboard,MF,640,98.0,640.0,5.9,False,True,False,
249,Starboard,SLX,865,100.0,865.0,7.8,False,True,False,
250,Starboard,SLX,765,100.0,765.0,6.9,False,True,False,
251,Starboard,SLX,665,100.0,665.0,6.0,False,True,False,
252,Starboard,SLX,565,86.0,565.0,5.9,False,True,False,
253,Starboard,SLX,535,75.0,535.0,6.4,False,True,False,
254,Starboard,SLX,495,72.0,495.0,6.2,False,True,False,
255,Starboard,SLX,465,72.0,465.0,5.8,False,True,False,
256,Starboard,SLX,435,68.0,435.0,5.8,False,True,False,
257,Starboard,SLX,405,63.0,405.0,5.8,False,True,False,
258,Starboard,SLX,365,60.0,365.0,5.5,False,True,False,
259,Starboard,GT-R,650,69.0,650.0,8.5,False,True,False,
260,Moses,Onda,633,63.3,1250.0,34.0,False,True,False,
261,Moses,Medusa,790,79.9,1100.0,21.6,False,False,True,799
262,Moses,Medusa,899,89.9,1383.0,24.0,False,False,False,
263,Moses,Razor,820,82.0,746.0,16.0,False,False,False,
264,Moses,Razor,880,88.0,843.0,16.8,False,False,False,
265,Moses,Razor Pro,975,98.0,942.0,16.8,False,False,False,
266,Moses,Razor Pro,1075,107.5,1061.0,17.0,False,False,False,
267,Moses,Blade,700,70.0,552.0,13.1,False,False,False,
268,Moses,Leviathan,950,95.0,1300.0,22.9,False,False,False,
269,Moses,Leviathan,1150,115.0,1580.0,22.9,False,False,False,
270,Moses,Leviathan,1350,135.0,1870.0,22.9,False,False,False,
271,Moses,Leviathan,1550,155.0,2140.0,22.9,False,False,False,
272,Moses,Leviathan,1750,175.0,2400.0,22.9,False,False,False,
273,Moses,Onda 1000 HA,1000,100.0,1200.0,14.0,False,True,False,
274,Levitaz,Shaka HA,HA1100,85.0,1100.0,13.0,False,True,False,
275,Levitaz,Shaka HA,HA1600,111.0,1600.0,14.0,False,True,False,
276,Levitaz,Shaka,S 1200,68.0,1200.0,23.0,False,True,False,
277,Levitaz,Shaka,M 1500,73.0,1500.0,27.0,False,True,False,
278,Levitaz,Shaka,L 2000,95.0,2000.0,23.0,False,True,False,
279,Levitaz,Aspect,578,59.8,578.0,11.0,False,True,False,
280,Levitaz,Cruizer,989,63.2,989.0,22.0,False,True,False,
281,KT Foils,Solus,565,89.3,565.0,5.4,False,True,False,
282,KT Foils,Solus,650,95.5,650.0,5.8,False,True,False,
283,KT Foils,Solus,775,104.0,775.0,6.3,False,True,False,
284,KT Foils,Solus,930,114.0,930.0,6.9,False,True,False,
285,KT Foils,Solus,1110,125.0,1110.0,7.5,False,True,False,
286,KT Foils,Halo,550,66.5,550.0,8.3,False,True,False,
287,KT Foils,Halo,670,72.5,670.0,9.2,False,True,False,
288,KT Foils,Halo,800,80.0,800.0,10.0,False,True,False,
289,KT Foils,Halo,950,87.0,950.0,10.9,False,True,False,
290,KT Foils,Atlas,570,77.5,570.0,7.4,False,True,False,
291,KT Foils,Atlas,680,85.0,680.0,8.0,False,True,False,
292,KT Foils,Atlas,790,92.0,790.0,8.6,False,True,False,
293,KT Foils,Atlas,960,102.0,960.0,9.4,False,True,False,
294,KT Foils,Atlas,1120,111.0,1120.0,10.2,False,True,False,
295,KT Foils,Atlas,1340,122.0,1340.0,11.0,False,True,False,
296,KT Foils,Nomad,700,78.0,700.0,9.9,False,True,False,
297,KT Foils,Nomad,830,86.0,830.0,10.6,False,True,False,
298,KT Foils,Nomad,980,95.0,980.0,11.3,False,True,False,
299,KT Foils,Nomad,1160,105.0,1160.0,12.2,False,True,False,
300,KT Foils,Instinct,720,76.5,720.0,11.3,False,True,False,
301,KT Foils,Instinct,920,88.0,920.0,12.5,False,True,False,
302,KT Foils,Instinct,1120,97.1,1120.0,13.8,False,True,False,
303,Code Foils,S,500,69.5,500.0,10.1,False,True,False,
304,Code Foils,S,615,76.5,615.0,11.3,False,True,False,
305,Code Foils,S,720,83.0,720.0,12.1,False,True,False,
306,Code Foils,S,850,90.0,850.0,13.2,False,True,False,
307,Code Foils,S,980,96.5,980.0,14.2,False,True,False,
308,Code Foils,S,1130,103.5,1130.0,15.3,False,True,False,
309,Code Foils,S,1300,111.5,1300.0,16.3,False,True,False,
310,Code Foils,S,1540,121.0,1540.0,17.8,False,True,False,
311,Code Foils,S,1725,128.0,1725.0,18.9,False,True,False,
312,Code Foils,X,700,75.5,700.0,12.1,False,True,False,
313,Code Foils,X,740,78.0,740.0,12.3,False,True,False,
314,Code Foils,X,810,81.4,810.0,12.9,False,True,False,
315,Code Foils,X,890,85.2,890.0,13.6,False,True,False,
316,Code Foils,X,985,89.6,985.0,14.3,False,True,False,
317,Code Foils,R,600,88.0,600.0,8.2,False,True,False,
318,Code Foils,R,680,93.5,680.0,8.7,False,True,False,
319,Code Foils,R,770,100.0,770.0,9.2,False,True,False,
320,Code Foils,R,860,105.0,860.0,9.8,False,True,False,
321,Code Foils,R,960,111.5,960.0,10.3,False,True,False,
322,Code Foils,R,1075,118.0,1075.0,10.9,False,True,False,
323,Code Foils,R,1250,127.5,1250.0,11.8,False,True,False,
324,Code Foils,Kanga,1390,130.0,1390.0,12.8,False,True,False,
325,Code Foils,Kanga,1600,130.0,1600.0,14.8,False,True,False,
326,Code Foils,Kanga,1870,130.0,1870.0,17.3,False,True,False,
327,Code Foils,Kanga,2220,170.0,2220.0,15.7,False,True,False,
328,Omen,Agent,700,84.3,700.0,10.0,False,True,False,
329,Omen,Agent,900,95.4,900.0,11.0,False,True,False,
330,Omen,Agent,1100,107.0,1100.0,12.0,False,True,False,
331,Omen,Operator,850,90.0,850.0,12.0,False,True,False,
332,Omen,Operator,1050,90.0,1050.0,15.0,False,True,False,
333,Reedin,FlightAttendant,780,67.0,780.0,15.0,False,True,False,
334,Reedin,FlightAttendant,980,80.0,980.0,16.0,False,True,False,
335,Reedin,FlightAttendant,1280,85.0,1280.0,20.0,False,True,False,
336,Reedin,FlightAttendant,1480,95.0,1480.0,20.0,False,True,False,
337,Reedin,FlightAttendant,1880,105.0,1880.0,23.0,False,True,False,
338,Reedin,ElCapitano,575,74.0,575.0,9.0,False,True,False,
339,Reedin,ElCapitano,795,87.0,795.0,11.0,False,True,False,
340,Reedin,ElCapitano,995,97.0,995.0,12.0,False,True,False,
341,Reedin,ElCapitano,1195,106.0,1195.0,13.0,False,True,False,
342,Reedin,ElCapitano,1695,123.0,1695.0,15.0,False,True,False,
343,Sabfoil,LEVIATHAN BLACKBIRD,1350,135.0,1864.0,21.0,False,False,False,
344,Sabfoil,LEVIATHAN BLACKBIRD,1400,138.0,1549.0,18.0,False,False,False,WL1400/BB|WL1400-BB
345,Sabfoil,LEVIATHAN BLACKBIRD,1300,128.0,1330.0,16.7,False,False,False,
346,Sabfoil,BLACKBIRD RAZOR,1077,107.7,1069.0,17.0,False,False,False,
347,Sabfoil,BLACKBIRD RAZOR,977,97.7,953.0,16.7,False,False,False,
348,Sabfoil,BLACKBIRD RAZOR,847,84.7,784.0,16.0,False,False,False,
349,Sabfoil,BLACKBIRD RAZOR,737,73.7,648.0,14.7,False,False,False,
350,Sabfoil,SEA DEVIL 780 BLACKBIRD,780,78.0,950.0,18.2,False,False,False,
351,Sabfoil,BLACKBIRD BLADE,700,70.0,557.0,13.15,False,False,False,
352,Sabfoil,BLACKBIRD BALZ MULLER,965,96.5,1210.0,19.0,False,False,False,
353,Sabfoil,BLACKBIRD BALZ MULLER,905,90.5,998.0,17.0,False,False,False,
354,Sabfoil,BLACKBIRD BALZ MULLER,805,80.5,792.0,15.3,False,False,False,
355,Sabfoil,MEDUSA,699,69.9,880.0,19.5,False,False,False,
356,Sabfoil,MEDUSA,799,79.9,1100.0,21.6,False,False,False,
357,Sabfoil,MEDUSA,899,89.9,1383.0,24.0,False,False,False,
358,Sabfoil,MEDUSA,999,99.9,1747.0,25.9,False,False,False,
359,Sabfoil,SEA DEVIL,840,84.0,2122.0,48.0,False,True,False,
360,TAKOON,PUMP ONE,1600,121.0,1600.0,24.0,False,False,False,
361,TAKOON,PUMP ONE,1800,129.0,1800.0,25.0,False,False,False,
362,TAKOON,PUMP ONE,2000,136.0,2000.0,26.0,False,False,False,
363,Indiana,Barracuda,L+,116.6,1252.0,15.1,False,False,False,
364,Indiana,Barracuda,S,75.0,535.0,10.1,False,False,False,
365,Indiana,Barracuda,M,95.0,850.0,12.7,False,False,False,
366,Indiana,Barracuda,L,105.0,1050.0,14.2,False,False,False,
367,Indiana,Barracuda,XL,132.0,1600.0,17.2,False,False,False,
368,Indiana,Manta,XL,139.6,2047.0,24.3,False,False,False,
369,Indiana,Condor,S,110.0,1362.0,19.7,False,False,False,
370,Indiana,Condor,M,126.0,1737.0,22.4,False,False,False,
371,Indiana,Condor,XL,169.6,2274.0,22.5,False,False,False,
372,Indiana,Dolphin,S,82.7,720.0,11.1,False,False,False,
373,Indiana,Dolphin,M,92.5,900.0,12.5,False,False,False,
374,Indiana,Dolphin,L,101.3,1080.0,13.7,False,False,False,
375,Indiana,Dolphin,XL,109.4,1260.0,14.8,False,False,False,
376,Indiana,X-AR,750,75.0,595.0,17.0,False,False,False,
377,Indiana,X-AR,900,90.0,844.0,16.0,False,False,False,
378,Indiana,X-AR,1050,105.0,1123.0,17.0,False,False,False,
379,Indiana,X-AR,1320,132.0,1427.0,17.0,False,False,False,
380,Indiana,H-AR,920,92.0,1270.0,26.5,False,False,False,
381,Indiana,H-AR,1200,120.0,1658.0,28.5,False,False,False,
